"","ReviewerID","Total","Positive","Percentage"
"22271","vxd-qoXYFjD_GmMdmSnUTw",1,1,100
"22272","vxjBlMBu20BVmz-KQMX7bg",1,1,100
"22273","vxpRZQDU9pysatxtsO1zPA",2,2,100
"22274","vxvFQfDPoDD_gnMB5MEPDA",1,1,100
"22275","vy0gGOEprS9KnJhZTDqFNQ",1,1,100
"22276","vy1DJEwbZTh0uQzwiCcZiw",1,1,100
"22277","vyDx5p5HB78dPTBvQL8iGA",1,1,100
"22278","vyG7T4WzmAT1RMxZJmrdMA",1,1,100
"22279","vyNLTJU7T1vGMk5DkLCiYA",1,1,100
"22280","vyRbp2Yv0tHG1jSDzD88fw",1,1,100
"22281","vyZ-LCbrbsoeA4H2mI-BtA",1,1,100
"22282","vzGZsCYycMxiomhNaaRHUw",1,1,100
"22283","vzJFOEU1DyCynqq0O2Vtew",1,1,100
"22284","vzXVpx7LhQ-BQUDXcROcUw",1,1,100
"22285","vzl1P9uOgHD9V3oHNeXWMA",1,1,100
"22286","vzzYsjngGBvhav2_S9xUAQ",1,1,100
"22287","w-9zr09ncrumQKcDLIqrgw",5,1,20
"22288","w-LD8mTm7BRFNdKF5CDqPw",1,1,100
"22289","w-N5dwGLcYCFtH6NOgUvgA",1,1,100
"22290","w-PSFfhi9SydM_OsSjcq1A",1,1,100
"22291","w-kgrUpqaHdBCDIghwumXA",1,1,100
"22292","w01G4ZThihr-xJ3bsStVTQ",1,1,100
"22293","w01d10K-TUh48SDbDAmfFA",1,1,100
"22294","w045QrNLZqRqlCk173ee3w",3,1,33
"22295","w0EHYHFG1OvPI7w4muR5Hg",2,1,50
"22296","w0Rys7_SfazC-qEN7wqTWw",6,5,83
"22297","w0WG_TFMCZNnKC3kw1usVA",1,1,100
"22298","w0p_6iKUpZcWWi6L9DDuKg",1,1,100
"22299","w0xWYWupVTKPjTNJT19QXQ",2,2,100
"22300","w0yCsbnU6RNOGpL64U7TRw",1,1,100
"22301","w16Lh_PyFytYFNeMxz4wlw",1,1,100
"22302","w1DXAjYWr-a5Cp6Agx3WRw",1,1,100
"22303","w1S0JvVz4aEf9JgBuB9feA",1,1,100
"22304","w203l_ArkNACOXcLGbV4Yw",2,2,100
"22305","w20F5IZw6hMD54h5rkSyzQ",1,1,100
"22306","w20eJQrxlYmU-p7xp6UUkA",2,1,50
"22307","w2Gxril7QKp6Bv5xgnLbnw",1,1,100
"22308","w2pembNbGmohML51V4qBRA",1,1,100
"22309","w2xVSmJ98jZSQuw7-wQQow",1,1,100
"22310","w31IKGag1rpr30-93cc12Q",1,1,100
"22311","w39R_Ry34dS1aIl6APJTdg",1,1,100
"22312","w3CFNYj_sDe8ejg9HIegOw",1,1,100
"22313","w3Qvck30kiPwN8blwM3dZA",1,1,100
"22314","w3XC83i9u2EQ6RYQJE6bvg",2,2,100
"22315","w3ZVFFI1Gj2BmCoZWJ7SKQ",1,1,100
"22316","w3czn31CGNmzHFtsWxmuVg",1,1,100
"22317","w44G2Itj-I8xVzJGhGfutw",3,2,66
"22318","w44wnE0lPeL7NYjx7heFTg",1,1,100
"22319","w4Akmigvk1UwOxD576gHmw",2,1,50
"22320","w4CF27uUu6tyg8sctVV5LA",1,1,100
"22321","w4JswJddtQ__n28tJApyBg",1,1,100
"22322","w4jkAakBQZXucOLvtWls1w",1,1,100
"22323","w4qDxqbUYgLVDRHrb33Ksg",1,1,100
"22324","w4tBnnJBoHFIur73Z5FhVw",3,3,100
"22325","w5F5ILRmGViZngB8AM4JVA",1,1,100
"22326","w5VLRnk113t5Kct1zu6law",1,1,100
"22327","w5kAiLuPI-6fHV99jDYxLw",1,1,100
"22328","w6QYlqhr8nG7-bnnLfeI2w",1,1,100
"22329","w6XH-HEwlMtXyxH5nQ6Fxw",1,1,100
"22330","w6iNSxV3NqTPcWvce7aJ_A",1,1,100
"22331","w6rBTnbvdPJI8KHkJbiqVQ",1,1,100
"22332","w6sgw4ssEff7-QIn7uTZ1g",1,1,100
"22333","w7Oea8PhmL79het1fzErCQ",1,1,100
"22334","w7aZtQudYY2Fw3n2DNAFeQ",1,1,100
"22335","w7r3cqR5NNuJROZEoCOUNA",1,1,100
"22336","w7rJw1WyqFGDxK0ZTvUhPQ",15,11,73
"22337","w81x7ZWoqC5z_JvqO1Z2dQ",1,1,100
"22338","w8CgsXFvqcWpZS2WwxHmRQ",1,1,100
"22339","w8UxuNZ-KMmbTaUcp-QFOA",1,1,100
"22340","w8ii_IGS2VAsqno_NMYZDQ",1,1,100
"22341","w8nymGpadFNDep5eaMw59A",1,1,100
"22342","w8zd4P15VimjytadCbWw9g",1,1,100
"22343","w9GvAB5jSvbyGfDbehQuVA",1,1,100
"22344","w9zbCJU-uYJIkCqpeX-ouw",1,1,100
"22345","wA12ZTvIVX1jG00sTIdrjg",2,2,100
"22346","wAGh2TNTrqXB_456gBWPNw",1,1,100
"22347","wAL5fk6Wn0HkoqdpZnc7Cw",1,1,100
"22348","wA_X1CN4MRRlTciYYaovUg",1,1,100
"22349","wA_ohJWN4ZpgpCUhnm6V-A",1,1,100
"22350","wAaw9EOPN-r7Dg885QEM2A",2,2,100
"22351","wAnm4W0brfBEqIE20Jc_cA",1,1,100
"22352","wAt04xfidnc-xIEdao53qw",1,1,100
"22353","wAxYADBJ0mNFHKlhyLmOdw",1,1,100
"22354","wAyQDBlS7_W-4uYFEdevUw",1,1,100
"22355","wBMk3AOVuYmuvNEGow_27Q",3,3,100
"22356","wBc9CuM0ENSKyYU7gi4WSg",1,1,100
"22357","wBvuJ8G5Zy_DOeHCwIiv1w",2,2,100
"22358","wBzQwRVw9yRr27qd6mIbYQ",1,1,100
"22359","wC4YalHzajmFS2eKmAfiXw",1,1,100
"22360","wC88Yhi_EeTNpdtWTLAI2Q",1,1,100
"22361","wC8u7ryw4_VpM1KBcXoCVQ",1,1,100
"22362","wCOUd8cKq64_drOcMK7pXA",1,1,100
"22363","wCubafgCC8LZSkiT5Jpa-Q",4,2,50
"22364","wD-2TTBOn7mTkE9lT3aNhg",1,1,100
"22365","wD02sFm0Pz6K9ccR5NiUDw",1,1,100
"22366","wD4tVGEXxCLXH6TjR3rTdQ",2,1,50
"22367","wD6I0y55n_7C27yjnZGFlw",1,1,100
"22368","wDBNzoxkqOOWc4hu-BANtg",1,1,100
"22369","wDCeH1xV3UPyV4ZN0wUgeQ",1,1,100
"22370","wDZzX2yrMfWe8rtCUy6b0g",1,1,100
"22371","wD_zb2tSFDe92BgXAE-BGg",1,1,100
"22372","wDidnbUWzbR0cNJG8U9vpQ",4,2,50
"22373","wEVxFsODUzmhEXV-9B523g",1,1,100
"22374","wEdWQtyOIlF7gUVicz_1kw",1,1,100
"22375","wEi53_jSLuNOxHypW0uMAw",1,1,100
"22376","wF3s5O0V9WUAo14kErz6jg",3,1,33
"22377","wFq1UysrUV2KL1gp8YFrQA",1,1,100
"22378","wFry2QmLbB8ftEEfepcNIA",3,3,100
"22379","wFwMf95iCgb5H9RSBun_Aw",1,1,100
"22380","wFxcRAQd56SySye0SHvwpQ",3,2,66
"22381","wFyluGB0erKu6tUV0XDMZg",3,2,66
"22382","wG16N2DhP1mkXhm8K4QzBQ",1,1,100
"22383","wGAfoms51lcxZOX6UUmGZQ",3,3,100
"22384","wGQ0o-fZMEOu0dP0usDo4A",7,6,85
"22385","wGoFYW4w4XA0Z0BniFjhWw",1,1,100
"22386","wGuMKQmLT3Z7PAWT6PpiEg",5,5,100
"22387","wGuo7dVGHFloQa8jrreS9w",2,2,100
"22388","wH8QUj_fswUwdgjKCZvEwQ",1,1,100
"22389","wHdy_X-eWKD39TdiySIKug",1,1,100
"22390","wHsy1gno5CfnW3L2wPHy8A",1,1,100
"22391","wHvhqBUEP3AwXeYrWgkoSQ",1,1,100
"22392","wIANbc4-gAh3cCPi7f5E_w",1,1,100
"22393","wIBxnXm_YKYJYp5b5C-kcg",1,1,100
"22394","wICPn4CFVlCNaYRlcCqIOA",1,1,100
"22395","wIUsHz4DCUUXLeTTEFAmzA",1,1,100
"22396","wIuqLSSNBKrAj2LEJiW9Cg",3,2,66
"22397","wJ4HEZAaSkfjsy-gWnhTMA",1,1,100
"22398","wJIbw3jbeXoA5dD9wwTd3Q",1,1,100
"22399","wJIrswpMTa9rZ4DdPL-9aw",1,1,100
"22400","wJNIpUATZrNBX3R1zbNnyA",1,1,100
"22401","wJXO1V75XbxtGRED0b1lLg",2,2,100
"22402","wJal5D7ZzY4v2XgPViDSVg",1,1,100
"22403","wJsEZ-7reaxqrfNT8_6FRA",1,1,100
"22404","wJstLhJfAGOLFjenqGL3lQ",1,1,100
"22405","wJwIo_aGEOSfFOmhaTjcBw",1,1,100
"22406","wJyNSvef1ckTv25cKGJ8eA",1,1,100
"22407","wK1-QpJ0M4sDR5M6bSNA0Q",2,2,100
"22408","wKHG4Z6Jf2JsQB4xRXgQvA",1,1,100
"22409","wKRrmMLuegp-bwimooOrug",1,1,100
"22410","wKXuhnOFmKZchR-nPNR8QQ",1,1,100
"22411","wKrfO4oMGeO48tm8hM0pJg",1,1,100
"22412","wL8O7eWU_oS6y4oNwGyx2g",1,1,100
"22413","wLBioNShtoFaJo0g90liqg",1,1,100
"22414","wLKYt3IXjE3Vko_yRONltA",1,1,100
"22415","wLORoW5R64Cn4T9TpuGJEA",1,1,100
"22416","wLSYKfsCme1nfAQpwCyDzA",1,1,100
"22417","wLu4DKTj45Z8DiiR6P2qwA",1,1,100
"22418","wLxCoOo7Q6bPLSnNBTjWew",3,2,66
"22419","wMIUBUfRxraDpk1end14kw",1,1,100
"22420","wMO_yhG5iphUhI9iGD_B6Q",1,1,100
"22421","wMP3n64aP66z84WVoXNveQ",1,1,100
"22422","wMaa1vCFD9iUMPrhVuK42g",1,1,100
"22423","wMznQTvzBQdULAgvP79E7w",1,1,100
"22424","wN5NmdUiG__mkaTbnQvStg",2,2,100
"22425","wNAN-gdZq9D_tX_VgYg5kg",1,1,100
"22426","wNAkAr8XE2M_zCzL8DG4Zg",1,1,100
"22427","wNJ07k0KUkeB9lBp9HHlug",1,1,100
"22428","wNJukN1vGVWQVQCY_ULF_A",1,1,100
"22429","wNKR3zuS_YI3hpu0McBHtw",1,1,100
"22430","wNMA7K7TJa9VVhRc4eBvIg",1,1,100
"22431","wNQj4roiakS-V7Y351Jj8g",2,1,50
"22432","wNaatZbJpQTZTITSPqxmKA",1,1,100
"22433","wNcXHaBEOe4dXsh7HeMyiQ",1,1,100
"22434","wNrcS221qgPaozZCrCccDQ",3,2,66
"22435","wO-BLm5BsyxrnVd5Sjh10w",1,1,100
"22436","wO5PdWBTkeasqh5HizCL6g",1,1,100
"22437","wO8vzWSi2ecNVPbb7iktHQ",1,1,100
"22438","wO93ykZ4OcbrcuMXOV2Mow",1,1,100
"22439","wOF1ls4nQ2nzCpuvxix-3w",1,1,100
"22440","wOQMXwDUSN280kMgUD0Jtg",1,1,100
"22441","wOXgEAwqOlVvS5TbwripfQ",2,1,50
"22442","wOo9vCJvDaMqxIxrgG1x6A",2,2,100
"22443","wPAyaGqzLml3-1DJIVZTnA",1,1,100
"22444","wPJwrsbpj_lXZruECaBHnA",1,1,100
"22445","wPNXC_83OklRAe0zBo4aBA",1,1,100
"22446","wPV-d1lzIO573inxklG1hw",1,1,100
"22447","wQGiMtxr1O8vlRWUHScrLA",1,1,100
"22448","wQOmbim4ANfgKvvdTMFegg",1,1,100
"22449","wQYXCH3KQunMMZ7Nh3RZCQ",1,1,100
"22450","wQaCYUfYvXLOQwq-kOdtLQ",1,1,100
"22451","wQdFjroT_02mW6-9URw0_Q",1,1,100
"22452","wQuMTjDcZ0RhemWqhV5-5w",1,1,100
"22453","wQxQFKPKZ-HV9ofRK2maHw",1,1,100
"22454","wQy7_wgmX3BMnsC5gsmCkA",1,1,100
"22455","wRD2aGvFCzzIuYZrTkrKuw",1,1,100
"22456","wRIQdvxo8ZhWldHqmpyAYw",1,1,100
"22457","wRJWRwq9vWG0Bf7r7__3ww",1,1,100
"22458","wR_3FXZoFXsIZO9PZe1Lww",1,1,100
"22459","wRgmPLnEm8T3BB5QJlE0Xg",1,1,100
"22460","wS-07oV95gt9vqOWAhuR9A",1,1,100
"22461","wS3QCbvviXoTt1QJhBqiQA",1,1,100
"22462","wSLyJW4BjpLxd-wa0G5-Fw",1,1,100
"22463","wSOirRAVH62F-rDsh9ar9w",1,1,100
"22464","wSVonE4j1lB3B3Kybcf1iw",1,1,100
"22465","wSe3OvHgJzkkzTmRePJOUg",1,1,100
"22466","wSffm7v_8mtqvORguQ9FAg",1,1,100
"22467","wSmclIu-KKvMzcDD478x9A",2,1,50
"22468","wSoHGr3I76cF6ro9IBM1Ag",1,1,100
"22469","wTXzbn5He6IIkaP4EijUgg",1,1,100
"22470","wURukuBvBFiOF1OozfqGPA",2,1,50
"22471","wUW2ZrElJH3Pd6-CvIsAIw",1,1,100
"22472","wUeAGYUwfMGiTLmqkFLc8Q",1,1,100
"22473","wUs0jpEpE8h5go20a7dOUA",1,1,100
"22474","wVHwgduHIB438ngeSZBqgA",1,1,100
"22475","wVYUfCXXg75JsO9j0tlxdA",1,1,100
"22476","wVdXaURMj7dWlpaxy51HXQ",1,1,100
"22477","wW8uDPiHGwwr0NNNSrcENw",1,1,100
"22478","wWO4naVboSA_otT-9-rBiQ",1,1,100
"22479","wWkjgldE03A9nh6LtGFOvw",1,1,100
"22480","wX60mjtLFpbQ5Z86SFmgeg",1,1,100
"22481","wXNjuvo9x6rNaIqTdEtFig",1,1,100
"22482","wX_FuIafYiY8cyfZGELJeQ",1,1,100
"22483","wXeavmFVOy5G9h0swFiH7g",1,1,100
"22484","wXg4TSvwpG5in0PFuyEV5A",1,1,100
"22485","wXpohsYkDpFPvDAzoe8Hrw",1,1,100
"22486","wXxxHIM4b5LndxrcHAcGxA",1,1,100
"22487","wYIJCJn0tRRMK_vHxfftww",3,2,66
"22488","wYaUhwzfMfbUHpd9aOrYRQ",1,1,100
"22489","wYbqxpw4KV2hs3i3T9FUtw",1,1,100
"22490","wYhUnk9XE1n-SEgWIaTpmQ",1,1,100
"22491","wYk1xciU8vkY83cQ-XDGig",1,1,100
"22492","wYsJzhi55s8nAxwuxQGkzw",1,1,100
"22493","wYvhEwtZ1g9CCmbGgQQmew",1,1,100
"22494","wYyRfpTFp04alrDbRusM4A",1,1,100
"22495","w_Evl2IfYTzd9iWkUh3jyg",1,1,100
"22496","w_GQJ0BO2O3cZHK07S_eTQ",1,1,100
"22497","w_HNlL5VjTPDYGvFuHLL1g",1,1,100
"22498","w_WF3zi7tf5DHho4cxd8Xw",1,1,100
"22499","w_Z08DAqoupX8B6WpBJ4Ow",1,1,100
"22500","w_l2waNscev-mQhuTchdBw",1,1,100
"22501","waBSK3bk0JOI94C3z7h5dA",1,1,100
"22502","waEjTnjqazKdBea8cOJKyw",1,1,100
"22503","waH5z4_3R6T63R8j38pEmg",1,1,100
"22504","wbA0zcJr05_uDJDJAxNh2w",2,2,100
"22505","wbdfawTnBZ0Vfm5Gve1a7w",1,1,100
"22506","wboelKyxQ-WREuJySR06fg",1,1,100
"22507","wbpze1CgjQGmZ2r-C7WNzA",1,1,100
"22508","wcWDPm07_GwPkd2i7IFd2Q",1,1,100
"22509","wcXJVMdj3i2mNem4fTIfvg",1,1,100
"22510","wceL__9Z_VLJbZsjktiFOg",1,1,100
"22511","wckwM_yzHlmfRIzNZN_zog",1,1,100
"22512","wcpk9UKiWXFAXVUBSs9MSg",1,1,100
"22513","wcvZfvgKXByJ3c1knRhJog",2,1,50
"22514","wdF8AFBYF6NOW_jkDEMw1g",1,1,100
"22515","wdH01V-qDuCJ-Nu6STtjeg",3,3,100
"22516","wdXX4IdRRVEYVzunBYHRFQ",1,1,100
"22517","wdfosga5vU8wnkhjyB4nRQ",1,1,100
"22518","wdlu0XIAOGUMFSWWaKpRjw",3,2,66
"22519","wdqVPChYN0c74AIGK6DHig",4,2,50
"22520","wdqWQ83sV4EmgAYpBG9EQA",1,1,100
"22521","wdu4D8zzEfBBAC4qH5D0RQ",1,1,100
"22522","we2u-K3GIVpRwbKvLDE7IQ",2,2,100
"22523","we5_LPobKrxwOBgDJvppsQ",1,1,100
"22524","wefJWnQrHRDxxGD0zrny3w",2,2,100
"22525","weotBwbGc72UT1qBDoBAKA",1,1,100
"22526","wfC1PHFc-hqXiZwY-hJrqA",2,1,50
"22527","wfMP0BLVxxZK9hgvZ4nHdA",3,2,66
"22528","wfqw1B-78uSXsWVSbX4Cgw",1,1,100
"22529","wgFKJaJRSMqHTf9vquBXJw",1,1,100
"22530","wgJIPpCoCwCOQAQc9AGwMw",15,9,60
"22531","wg_DCw0QjIGtr89t4XA4KA",1,1,100
"22532","wgoFBJooehcI59vQ2370Yg",1,1,100
"22533","wgsOg9Wj7kklfoLxhk4OGw",2,2,100
"22534","wh06Dad8_fiZWTHc4LiVhg",1,1,100
"22535","whK95NuGeXKXwYCLDehxIQ",1,1,100
"22536","whN1RsMyeX9GYH0m-knshQ",1,1,100
"22537","whO3HZg2G4aMCiUCYd2EcQ",2,1,50
"22538","whSJHBT_nsf79WsC4VmV-A",1,1,100
"22539","whXe-yLd325lcAT4f25XGw",1,1,100
"22540","whkPum83MJTQgr5QyVfHbA",1,1,100
"22541","whmET8-4YbB_FmbyiQs-yw",3,3,100
"22542","whny468twP0s6kiZeUaYUg",1,1,100
"22543","whojPIub67Dcl8bZNoSGKw",1,1,100
"22544","whsM-2iCTFn1uuvzhToerg",1,1,100
"22545","whtf_Fg1ym5ocUTgao_PPw",1,1,100
"22546","wi8QTLbPLA3Q4fez-mkH4A",2,1,50
"22547","wi8RzYwPtMMmilY-wioMhQ",1,1,100
"22548","wiQvPUuMyu-tWwtxJOu5-g",1,1,100
"22549","wicndfkCLSWzby8-oXpC-w",1,1,100
"22550","winx59aQojVtzJcMTYHsyA",1,1,100
"22551","wj87pqFUj-BYQhSdk_yDOA",1,1,100
"22552","wjCsCXlQL4KVC06KFKnmpA",1,1,100
"22553","wjR_TfiO7bchKp1qq0IVRQ",7,5,71
"22554","wjVVKvrHH1bQ6ezkHttY3Q",1,1,100
"22555","wjYHw8kH-_s1HdI8pBnZKg",1,1,100
"22556","wk031ZGtG9jopnjlJV_m0Q",1,1,100
"22557","wkGepMEC7oiZU-H0TbbuLA",1,1,100
"22558","wkIutjXYy6lvr_fDpKaq1A",1,1,100
"22559","wkTBqgN3QPVNYoMCeoLMEA",8,6,75
"22560","wkmlivmJ67PgV9OsyF27_A",1,1,100
"22561","wkoOW7ANAf-rwXPHPZxhTg",1,1,100
"22562","wkrPEM9AK5ZchgZJN0Wniw",1,1,100
"22563","wktTxEl7CcFikIqWGizHIA",1,1,100
"22564","wl-KL_VsnYROpqRgxd9QOg",2,2,100
"22565","wl10r3Bq9k2Yw-bRbWCS8g",1,1,100
"22566","wl6E_3r4UWwROCTzR1wuLw",2,1,50
"22567","wlOnjPJJyhEVWsVqmtfUSw",1,1,100
"22568","wlPZSFkVDcNmq-vwHK0ceA",1,1,100
"22569","wlk5W_xhNbCaJhkIMq6L2g",1,1,100
"22570","wmFCsiGjscmAGBGoOldKJQ",1,1,100
"22571","wmWIctagNpmVPRmePVyRQw",2,2,100
"22572","wmjD6lw3AnzwlWFFOeFfSw",3,3,100
"22573","wmv0hos9znVIAnGi76ZmKQ",1,1,100
"22574","wnVNIXQOisOA-_ROMx5WDg",1,1,100
"22575","wnsMNCUd942dPs-dAMB-9g",1,1,100
"22576","wnt2cWCbpb4yqpVez5jZtA",1,1,100
"22577","woBSJ0JLoYFIzHzfJ7Hc3w",2,1,50
"22578","woKK7C4CgcOu1X-LcOM26w",4,2,50
"22579","wooXQaRavVvrkQbMK3X1dQ",1,1,100
"22580","wpEfeA5dpx55Nz_C3s0ixg",1,1,100
"22581","wpsFrX90LpO14ZELI15cWw",1,1,100
"22582","wqEm3BprOArLFX8RQeXREg",2,2,100
"22583","wqTpn63GpmBmtePTPxWdDg",1,1,100
"22584","wqV24nkRhQyaqPTfWCn6JQ",1,1,100
"22585","wqYYSFpMg_zUIgwGbehdwA",1,1,100
"22586","wqkDnP5gF4eGDhc4b-3t7A",1,1,100
"22587","wrCq5PgzedN0ySN94uHOEQ",1,1,100
"22588","wrKQRFJyRq5YeSwhIC1i7g",1,1,100
"22589","wrLZ0mZGn14u0V1HQ2gx2w",1,1,100
"22590","wrQqJubhayKZwUT-XEr8zA",1,1,100
"22591","wrUte6HEynhQpOLK7LdljA",2,1,50
"22592","wrbLlRMnp0QwMn--2AUT4Q",3,3,100
"22593","wrcQnuUFiUXtOeAtaAdeEw",1,1,100
"22594","wrtMWd1A_ZvvIrAppNftOg",1,1,100
"22595","ws67UJyAa843ee5iZJvCGQ",1,1,100
"22596","wtSCkdYsI3m-viRF7U5iRg",1,1,100
"22597","wtWUN-eOTGA3C-q45BdTcg",1,1,100
"22598","wta3MO_dIFxezf7Pe1rccg",1,1,100
"22599","wtk4OAoyr6UXkqgg4tarqA",1,1,100
"22600","wtryuz8ssjjFIjCr9IaroA",1,1,100
"22601","wts54j0N87xdaw0ZQSucfQ",1,1,100
"22602","wuzreNOdifY2zvgYeP9J0A",1,1,100
"22603","wvEIeeREyhuGNtfKDgX6Jw",1,1,100
"22604","wvJmz9PPFNJZkZZOLCUaIg",10,8,80
"22605","wvKGZjJGd0PGi1qQ53Nhlg",1,1,100
"22606","wvU10ej_fmOUm0qez0byUw",1,1,100
"22607","wvWMyVgJ9m1kYX8m6nqV3g",11,7,63
"22608","wvYwbdbC1DBSaVEZ-RX47Q",1,1,100
"22609","wvi_l-bX9SSLM55duJlPpw",1,1,100
"22610","wvux9xArt0GUTUIPo3QnNQ",1,1,100
"22611","ww-1begAOqNkX04mNrlzcw",3,3,100
"22612","wwEaWvXByXQ-DMDt1x257A",1,1,100
"22613","wwW6iROpz01pIYO-5Xcazw",2,2,100
"22614","wwcsC00AerJYKUYpK4rksw",1,1,100
"22615","wwdeV4nRMSW-F54SRcMM3w",1,1,100
"22616","wx6oa5arsHLNScAlLXKJew",2,1,50
"22617","wxYG2-UHfPO3XrKme9L5nQ",1,1,100
"22618","wxbfyQUEvz1VW2yiw9tiwQ",1,1,100
"22619","wxhyeMJDen1Syte5mTJtPg",1,1,100
"22620","wyAfD557QmZZhW6J9n4bRA",1,1,100
"22621","wyEqfot1ZUpraHUOPoUYUg",1,1,100
"22622","wyPGIy63Uyy4XImcmCi0lg",1,1,100
"22623","wyc-hPrLsr-PXVmNt3okVw",1,1,100
"22624","wylT8oa6wo0EjeOuOkXhWA",1,1,100
"22625","wzDg96-FjrI1r_Tf0sKlpw",1,1,100
"22626","wzPToObDuyfZ6K9BrWm6RA",4,3,75
"22627","wzSrR5DdJDqfG7iA6WbQJw",2,2,100
"22628","wzVpt0BJAnTWmapu6ZqRLw",1,1,100
"22629","wzxoW7Ek2fjIY2w7v-bOCA",1,1,100
"22630","x--rxrnbXG04YxNIW7VYzw",1,1,100
"22631","x-F-q3d0A6xWcf2XDBH1vg",1,1,100
"22632","x-PbS6EYenefEA3HjQDvwQ",2,2,100
"22633","x-_wnXI1EKTiAyy0A-tfYQ",1,1,100
"22634","x-eEE7aTQZoXYsJ2gvrNbQ",1,1,100
"22635","x0-Tp7bhAmqo2YahhlwGow",1,1,100
"22636","x0BVtdF34loX2aYgCLLBcw",1,1,100
"22637","x0cMDEunlsDTt8BIR45-iQ",4,2,50
"22638","x0fcdG9f39UrsvONWqfSPA",2,2,100
"22639","x0nRQ8z9qPAL8zDJQfNiFA",1,1,100
"22640","x0olzms4VppyzJMVsHdhGw",1,1,100
"22641","x0qd0pUMwQjWP-IXFTCNBQ",3,3,100
"22642","x0zt2PekgRnEv_N8bqGYaQ",1,1,100
"22643","x17ShVwiPJWIs5S1GQGRBg",1,1,100
"22644","x17kaUEo1EFySCEFQJrGwg",1,1,100
"22645","x1eXrjNz76Y1xmxBZ48X8Q",1,1,100
"22646","x1p7Fh91YCldcct0-IyXjQ",1,1,100
"22647","x2QpFYcziUCdukOvqJppAA",1,1,100
"22648","x2VSEsi9By7LwnKbkjBuwg",1,1,100
"22649","x2jXPY9351iivsvscdKz2g",2,2,100
"22650","x2sGWgIm1l5t5b5_qUm5oA",1,1,100
"22651","x300zur0xsSOg7Plo72_7Q",1,1,100
"22652","x3KZRcR72ZNX_Zl8lIeJpg",1,1,100
"22653","x3bsu6rI0r7yMZscW4uaKw",1,1,100
"22654","x3c08bZ0VmsJMz7JNrgRqQ",1,1,100
"22655","x3sL7htE8xgWDePwLxx-1Q",4,3,75
"22656","x3tw4so30y1GOS_C3frW7w",1,1,100
"22657","x3yjBt-qIrpQgnsfZlw4NA",1,1,100
"22658","x43QwGbt8oxUMQDDSewlAw",1,1,100
"22659","x4DyH7lyJrWgKosoX226eA",1,1,100
"22660","x4H-rGshS_GyZGxPWFuetQ",1,1,100
"22661","x4suJk-BM0bDy5dpG8vy7A",1,1,100
"22662","x4sumSmQQvErHbRntMaLRQ",1,1,100
"22663","x5A6dNiNQJqO9djyOhnYog",1,1,100
"22664","x5Goo4V-M2zInfk3BRpWng",1,1,100
"22665","x5YKd9_XGzhQ_ts7fWQ9iA",2,2,100
"22666","x5hYg0yg8RtJxDECBrLuYA",1,1,100
"22667","x5p5zkp7Y3V9S0GjXiWXuA",1,1,100
"22668","x5y2yuloGa8BTMW9_CIkog",1,1,100
"22669","x69jZMMY5g5R8X5sO_RxuQ",1,1,100
"22670","x6dNWG2ypmtUwPLheiExxA",3,2,66
"22671","x6iWumY4NZDpUUo_ourlmw",1,1,100
"22672","x6mZ6G1UwLW5Qq39FsVdtw",1,1,100
"22673","x6qOekEYh8LUWfh3pU-qgQ",1,1,100
"22674","x7EVj4NrVTCm9SegdREoeg",1,1,100
"22675","x7wBRPeBnV5NsC-w2G9jMQ",1,1,100
"22676","x8N52ETLVFIisA6pRmiAVA",1,1,100
"22677","x8NGPdFGaPmS2yNjh2s5iw",3,2,66
"22678","x8RiyT3dZWCpMV0c3mY0jQ",1,1,100
"22679","x8k9RLPG2leNMIJ-eS0oXw",1,1,100
"22680","x8uYpy-5SKvVY-Wt55pbOA",1,1,100
"22681","x8wiSVxsEqwo6gvFv3ovQg",5,2,40
"22682","x96KCfXlzj6ghRhYOvoaMw",1,1,100
"22683","x9FzA6JlRtkAIzy9s7VPig",1,1,100
"22684","x9Hp3AusjA_KAETzEWJSeQ",4,2,50
"22685","x9HvRNG4ct3yf48aJcxwwg",1,1,100
"22686","x9e5VGYK9oZ-FtQDLAkXpQ",7,5,71
"22687","x9ffdrX5wHNhBipXNuhsVg",1,1,100
"22688","xAYmBgxtp6RaRXPYA4NZ_g",1,1,100
"22689","xB0lEtJ8MKWInbxb7Q0jqQ",1,1,100
"22690","xB9v1KUF_u2fPhTSnBzodQ",2,1,50
"22691","xBKLpJxrPeAGhzrsJeK1Ag",1,1,100
"22692","xBLgsa9bPIctqIoTt6vJYA",1,1,100
"22693","xBRs1ZdG6doH2X9_gXUFlQ",1,1,100
"22694","xBs_TLr5zV3ZdfhR45dZ6A",1,1,100
"22695","xC2fM51X7JtF4tFv1SjjhA",1,1,100
"22696","xC3nagrHGDNc0dZIfluOCQ",1,1,100
"22697","xCO8vja1_ExV86Mc84L65A",1,1,100
"22698","xCR39qyCFOG4XDlSpzJwKQ",1,1,100
"22699","xD0tjXAt45t_GFegYaBL_Q",1,1,100
"22700","xDTcrgIOIRgnV3AZ6K4zzQ",1,1,100
"22701","xDau1NeqlGvdbvOOjnaa9Q",1,1,100
"22702","xDkfmaOPSBm73PozAbKXaQ",1,1,100
"22703","xE0Uup2lugxH090IBGdsIw",1,1,100
"22704","xE0iKxKRrmPXfToJiCoTFA",1,1,100
"22705","xEBW7lKMoSG3bPIJ-vjCzQ",1,1,100
